,all_caps_sent,all_caps_word_cnt,diversity_score,frac_non_stop_words,frac_unusual,is_all_lower,is_capitalized,num_chars,vocab_size,word_count,word_to_char_frac
48,False,0,1.2,0.4583333333333333,0.041666666666666664,False,True,76,20,24,3.1666666666666665
49,False,0,1.0714285714285714,0.6666666666666666,0.06666666666666667,False,True,66,14,15,4.4
50,False,1,1.1428571428571428,0.5416666666666666,0.041666666666666664,False,True,78,21,24,3.25
51,False,0,1.2608695652173914,0.6551724137931034,0.13793103448275862,False,True,123,23,29,4.241379310344827
52,False,0,1.0,0.5,0.0,False,True,51,14,14,3.642857142857143
53,False,0,1.0869565217391304,0.6,0.04,False,True,91,23,25,3.64
54,False,0,1.0,0.8333333333333334,0.0,False,True,23,6,6,3.8333333333333335
55,False,1,1.0,0.6428571428571429,0.07142857142857142,False,True,55,14,14,3.9285714285714284
56,False,0,1.1428571428571428,1.0,0.125,False,True,37,7,8,4.625
57,False,0,1.0,1.0,0.0,False,True,18,3,3,6.0
58,False,0,1.0,0.8333333333333334,0.16666666666666666,False,True,30,6,6,5.0
59,False,0,1.0,0.6923076923076923,0.15384615384615385,False,True,48,13,13,3.6923076923076925
60,False,2,1.0,0.625,0.25,False,True,25,8,8,3.125
61,False,1,1.0,0.42857142857142855,0.0,False,True,40,13,14,2.857142857142857
62,False,1,1.0,0.6,0.1,False,True,29,10,10,2.9
63,False,1,1.0,0.46153846153846156,0.15384615384615385,False,True,54,13,13,4.153846153846154
64,False,1,1.0,0.375,0.0,False,True,31,8,8,3.875
65,False,0,1.0555555555555556,0.5263157894736842,0.15789473684210525,False,True,87,18,19,4.578947368421052
66,False,0,1.0,0.7,0.0,False,True,50,10,10,5.0
67,False,0,1.0833333333333333,0.46153846153846156,0.15384615384615385,False,True,59,12,13,4.538461538461538
68,False,0,1.0,0.625,0.25,False,True,33,8,8,4.125
69,False,0,1.1764705882352942,0.475,0.1,False,True,168,33,40,4.2
70,False,0,1.1,0.6363636363636364,0.0,False,True,38,10,11,3.4545454545454546
71,False,0,1.0555555555555556,0.631578947368421,0.05263157894736842,False,True,77,18,19,4.052631578947368
72,False,0,1.0833333333333333,0.5769230769230769,0.07692307692307693,False,True,111,23,26,4.269230769230769
73,False,0,1.0,0.4444444444444444,0.1111111111111111,False,True,37,9,9,4.111111111111111
74,False,1,1.0625,0.5882352941176471,0.11764705882352941,False,True,48,16,17,2.823529411764706
75,False,2,1.0,0.6,0.13333333333333333,False,True,54,14,15,3.6
76,False,2,1.24,0.6129032258064516,0.1935483870967742,False,True,141,25,31,4.548387096774194
77,False,0,1.1,0.45454545454545453,0.09090909090909091,False,True,70,20,22,3.1818181818181817
78,False,0,1.0,0.7142857142857143,0.14285714285714285,False,True,28,7,7,4.0
79,False,0,1.0,0.6,0.0,False,True,58,15,15,3.8666666666666667
80,False,1,1.25,0.5555555555555556,0.17777777777777778,False,True,151,36,45,3.3555555555555556
81,False,1,1.0,0.4666666666666667,0.13333333333333333,False,True,41,15,15,2.7333333333333334
82,False,0,1.0,0.4375,0.0625,False,True,62,16,16,3.875
83,False,0,1.0,0.6666666666666666,0.0,False,True,49,9,9,5.444444444444445
84,False,0,1.0,0.6923076923076923,0.07692307692307693,False,True,55,13,13,4.230769230769231
85,False,0,1.0,0.6666666666666666,0.0,False,True,17,6,6,2.8333333333333335
86,False,1,1.0,0.4,0.0,False,True,10,5,5,2.0
87,False,0,1.0909090909090908,0.5833333333333334,0.08333333333333333,False,True,47,10,12,3.9166666666666665
88,False,0,1.0,0.5,0.0,False,True,17,6,6,2.8333333333333335
89,False,0,1.0625,0.6470588235294118,0.058823529411764705,False,True,70,16,17,4.117647058823529
90,False,0,1.0,0.8,0.2,False,True,27,5,5,5.4
91,False,0,1.0,0.5,0.0,False,True,23,5,6,3.8333333333333335
92,False,0,1.0,0.5,0.0,False,True,16,4,4,4.0
93,False,1,1.0,0.3333333333333333,0.0,False,True,38,9,9,4.222222222222222
94,False,1,1.1333333333333333,0.35294117647058826,0.058823529411764705,False,True,73,14,17,4.294117647058823
95,False,3,1.0588235294117647,0.4444444444444444,0.0,False,False,81,17,18,4.5
96,False,0,1.1111111111111112,0.5,0.15,False,True,99,17,20,4.95
97,False,0,1.0,0.46153846153846156,0.07692307692307693,False,True,52,13,13,4.0
98,False,0,1.125,0.48148148148148145,0.037037037037037035,False,True,100,24,27,3.7037037037037037
99,False,0,1.1666666666666667,0.6190476190476191,0.023809523809523808,False,True,150,35,42,3.5714285714285716
100,False,1,1.0,0.4,0.0,False,True,33,10,10,3.3
101,False,1,1.173913043478261,0.5555555555555556,0.037037037037037035,False,True,104,23,27,3.8518518518518516
102,False,0,1.0,0.6153846153846154,0.07692307692307693,False,True,59,12,13,4.538461538461538
103,False,0,1.0,0.5454545454545454,0.0,False,True,39,11,11,3.5454545454545454
104,False,0,1.0,0.75,0.0,False,True,22,4,4,5.5
105,False,0,1.0,0.6666666666666666,0.0,False,True,18,3,3,6.0
106,False,0,1.0588235294117647,0.5,0.0,False,True,77,16,18,4.277777777777778
107,False,2,1.0625,0.5294117647058824,0.058823529411764705,False,True,47,16,17,2.764705882352941
108,False,2,1.0909090909090908,0.5833333333333334,0.0,False,True,35,11,12,2.9166666666666665
109,False,0,1.0,0.42857142857142855,0.07142857142857142,False,True,43,14,14,3.0714285714285716
110,False,0,1.0357142857142858,0.6206896551724138,0.06896551724137931,False,True,114,27,29,3.9310344827586206
111,False,0,1.0,0.5,0.16666666666666666,False,True,50,11,12,4.166666666666667
112,False,1,1.0384615384615385,0.5555555555555556,0.07407407407407407,False,True,126,25,27,4.666666666666667
113,False,1,1.0,0.4666666666666667,0.0,False,False,52,15,15,3.466666666666667
114,False,0,1.0,0.6666666666666666,0.3333333333333333,False,True,32,6,6,5.333333333333333
115,False,0,1.0909090909090908,0.5833333333333334,0.08333333333333333,False,True,57,10,12,4.75
116,False,0,1.0833333333333333,0.5384615384615384,0.15384615384615385,False,True,57,11,13,4.384615384615385
117,False,0,1.037037037037037,0.5714285714285714,0.03571428571428571,False,True,115,27,28,4.107142857142857
118,False,0,1.0909090909090908,0.5833333333333334,0.0,False,True,47,11,12,3.9166666666666665
119,False,1,1.0,0.6,0.2,False,True,17,5,5,3.4
120,False,1,1.1428571428571428,0.625,0.0,False,True,27,6,8,3.375
121,False,0,1.2857142857142858,0.4074074074074074,0.0,False,True,89,20,27,3.2962962962962963
122,False,0,1.0,0.5,0.0,False,True,33,9,10,3.3
123,False,1,1.0,0.5454545454545454,0.0,False,True,28,11,11,2.5454545454545454
124,False,0,1.0,1.0,0.0,False,True,9,1,1,9.0
125,False,0,2.0,1.0,0.0,False,False,4,1,2,2.0
126,False,1,1.0,0.625,0.125,False,True,26,8,8,3.25
127,False,1,1.0588235294117647,0.5555555555555556,0.05555555555555555,False,True,75,17,18,4.166666666666667
128,False,0,1.0,0.5263157894736842,0.10526315789473684,False,True,76,19,19,4.0
129,False,0,1.105263157894737,0.5238095238095238,0.047619047619047616,False,True,78,19,21,3.7142857142857144
130,False,2,1.1142857142857143,0.46153846153846156,0.07692307692307693,False,True,171,35,39,4.384615384615385
131,False,0,1.0476190476190477,0.4090909090909091,0.09090909090909091,False,True,92,20,22,4.181818181818182
132,False,0,1.0833333333333333,0.6153846153846154,0.07692307692307693,False,True,43,12,13,3.3076923076923075
133,False,0,1.0,0.5,0.0,False,True,30,7,8,3.75
134,False,1,1.0769230769230769,0.5714285714285714,0.07142857142857142,False,True,48,13,14,3.4285714285714284
135,False,2,1.0666666666666667,0.5,0.0,False,True,57,15,16,3.5625
136,False,1,1.125,0.4444444444444444,0.1111111111111111,False,True,75,16,18,4.166666666666667
137,False,1,1.08,0.5185185185185185,0.14814814814814814,False,False,91,25,27,3.3703703703703702
138,False,1,1.0769230769230769,0.6428571428571429,0.07142857142857142,False,True,60,13,14,4.285714285714286
139,False,0,1.1,0.6363636363636364,0.045454545454545456,False,True,113,20,22,5.136363636363637
140,False,0,1.2222222222222223,0.45454545454545453,0.09090909090909091,False,True,101,18,22,4.590909090909091
141,False,0,1.1,0.45454545454545453,0.045454545454545456,False,True,79,20,22,3.590909090909091
142,False,0,1.0909090909090908,0.5833333333333334,0.041666666666666664,False,True,90,22,24,3.75
143,False,0,1.1538461538461537,0.4666666666666667,0.0,False,True,54,12,15,3.6
144,False,0,1.0,0.6428571428571429,0.21428571428571427,False,True,65,14,14,4.642857142857143
145,False,1,1.2380952380952381,0.5,0.07692307692307693,False,True,98,21,26,3.769230769230769
146,False,0,1.0,0.5,0.05,False,True,80,19,20,4.0
147,False,1,1.1666666666666667,0.8571428571428571,0.0,False,True,20,6,7,2.857142857142857
148,False,0,1.1,0.5454545454545454,0.0,False,True,41,9,11,3.727272727272727
149,False,1,1.0714285714285714,0.6,0.06666666666666667,False,True,63,14,15,4.2
150,False,1,1.0,0.6,0.2,False,True,13,5,5,2.6
151,False,0,1.0,0.75,0.125,False,True,54,16,16,3.375
152,False,1,1.0,0.25,0.0,False,True,13,4,4,3.25
153,False,0,1.0,0.6666666666666666,0.0,False,True,16,3,3,5.333333333333333
154,False,0,1.0,0.42857142857142855,0.0,False,True,18,7,7,2.5714285714285716
155,False,0,1.0,1.0,0.0,False,True,8,1,1,8.0
156,False,0,1.1,0.5454545454545454,0.0,False,True,33,10,11,3.0
157,False,1,1.0625,0.29411764705882354,0.11764705882352941,False,True,58,16,17,3.411764705882353
158,False,1,1.0,0.6666666666666666,0.16666666666666666,False,True,20,6,6,3.3333333333333335
159,False,0,1.0,0.875,0.125,False,True,30,8,8,3.75
160,True,6,1.0,0.3333333333333333,0.16666666666666666,False,False,24,6,6,4.0
161,False,0,1.1,0.5,0.13636363636363635,False,True,84,20,22,3.8181818181818183
162,False,0,1.0,1.0,0.0,False,True,6,2,2,3.0
163,False,2,1.1176470588235294,0.47368421052631576,0.10526315789473684,False,True,51,17,19,2.6842105263157894
164,False,2,1.0357142857142858,0.4827586206896552,0.10344827586206896,False,True,98,28,29,3.3793103448275863
165,False,1,1.0,0.6,0.2,False,False,117,20,20,5.85
166,False,0,1.1891891891891893,0.6363636363636364,0.09090909090909091,False,True,172,37,44,3.909090909090909
167,False,0,1.1304347826086956,0.6538461538461539,0.11538461538461539,False,True,119,23,26,4.576923076923077
168,False,1,1.2272727272727273,0.5185185185185185,0.07407407407407407,False,True,90,22,27,3.3333333333333335
169,False,0,1.0714285714285714,0.5333333333333333,0.0,False,True,73,14,15,4.866666666666666
170,False,2,1.0909090909090908,0.5833333333333334,0.08333333333333333,False,True,90,22,24,3.75
171,False,0,1.1764705882352942,0.55,0.2,False,True,87,17,20,4.35
172,False,1,1.0,0.5,0.0,False,True,45,12,12,3.75
173,False,1,1.0,0.5,0.0,False,True,24,8,8,3.0
174,False,0,1.0,0.5714285714285714,0.42857142857142855,False,True,31,7,7,4.428571428571429
175,False,0,1.0,0.75,0.0,False,True,22,4,4,5.5
176,False,0,1.0714285714285714,0.8,0.13333333333333333,False,True,73,14,15,4.866666666666666
177,False,0,1.0,0.6666666666666666,0.0,False,True,23,6,6,3.8333333333333335
178,False,0,1.1428571428571428,0.5,0.125,False,True,28,7,8,3.5
179,False,0,1.0,0.6,0.0,False,True,19,5,5,3.8
180,False,0,1.0,0.6666666666666666,0.0,False,True,26,6,6,4.333333333333333
181,False,0,1.0,0.6153846153846154,0.0,False,True,50,13,13,3.8461538461538463
182,False,2,1.0,0.5,0.16666666666666666,False,True,33,12,12,2.75
183,False,0,1.0,0.5454545454545454,0.0,False,True,55,11,11,5.0
184,False,0,1.0,0.5714285714285714,0.0,False,True,35,7,7,5.0
185,False,0,1.0,1.0,0.3333333333333333,False,True,20,3,3,6.666666666666667
186,False,0,1.0,0.46153846153846156,0.0,False,True,43,13,13,3.3076923076923075
187,False,0,1.0,0.625,0.0,False,True,16,8,8,2.0
188,False,0,1.0,0.5,0.0,False,True,24,6,6,4.0
189,False,0,1.0,0.6666666666666666,0.16666666666666666,False,True,29,6,6,4.833333333333333
190,False,1,1.1428571428571428,0.525,0.15,False,True,144,35,40,3.6
191,False,0,1.1363636363636365,0.64,0.08,False,True,101,22,25,4.04
192,False,0,1.0,0.5384615384615384,0.15384615384615385,False,True,58,13,13,4.461538461538462
193,False,0,1.0,0.5714285714285714,0.14285714285714285,False,True,25,7,7,3.5714285714285716
194,False,0,1.05,0.42857142857142855,0.14285714285714285,False,True,80,20,21,3.8095238095238093
195,False,0,1.0,0.5,0.0,False,True,42,10,10,4.2
196,False,0,1.0,0.5,0.16666666666666666,False,False,13,6,6,2.1666666666666665
197,False,1,1.0,0.6,0.0,False,True,15,5,5,3.0
198,False,0,1.0,0.6666666666666666,0.0,False,True,6,3,3,2.0
199,False,0,1.0,0.5714285714285714,0.0,False,True,20,7,7,2.857142857142857
200,False,0,1.0,0.5555555555555556,0.1111111111111111,False,True,32,9,9,3.5555555555555554
201,False,1,1.0,0.5333333333333333,0.0,False,True,48,15,15,3.2
202,False,0,1.0,0.5333333333333333,0.0,False,True,61,15,15,4.066666666666666
203,False,0,1.1176470588235294,0.5263157894736842,0.10526315789473684,False,True,87,17,19,4.578947368421052
204,False,1,1.0,0.6153846153846154,0.0,False,True,41,13,13,3.1538461538461537
205,False,1,1.0,0.6153846153846154,0.0,False,True,44,13,13,3.3846153846153846
206,False,2,1.1578947368421053,0.5454545454545454,0.045454545454545456,False,True,73,19,22,3.3181818181818183
207,False,0,1.1071428571428572,0.4838709677419355,0.0967741935483871,False,True,122,28,31,3.935483870967742
208,False,1,1.037037037037037,0.6071428571428571,0.07142857142857142,False,True,103,27,28,3.6785714285714284
209,False,1,1.0,0.8571428571428571,0.14285714285714285,False,True,32,7,7,4.571428571428571
210,False,0,1.0,0.6666666666666666,0.0,False,True,29,6,6,4.833333333333333
211,False,0,1.1363636363636365,0.72,0.2,False,True,83,22,25,3.32
212,False,0,1.0769230769230769,0.5,0.07142857142857142,False,False,90,26,28,3.2142857142857144
213,False,0,1.0,0.8,0.0,False,True,22,5,5,4.4
214,False,0,1.0,0.7083333333333334,0.0,False,True,118,24,24,4.916666666666667
215,False,0,1.0,0.6666666666666666,0.16666666666666666,False,True,26,6,6,4.333333333333333
216,False,1,1.0,0.6428571428571429,0.07142857142857142,False,True,54,14,14,3.857142857142857
217,False,0,1.0,0.8333333333333334,0.08333333333333333,False,True,62,12,12,5.166666666666667
218,False,0,1.0,0.4,0.2,False,True,58,15,15,3.8666666666666667
219,False,0,1.0,0.7777777777777778,0.1111111111111111,False,True,38,9,9,4.222222222222222
220,False,0,1.0588235294117647,0.6666666666666666,0.1111111111111111,False,True,80,16,18,4.444444444444445
221,False,0,1.0,0.625,0.25,False,True,36,8,8,4.5
222,False,0,1.0,0.8,0.2,False,True,32,5,5,6.4
223,False,0,1.125,0.6111111111111112,0.0,False,True,82,16,18,4.555555555555555
224,False,0,1.0,0.5294117647058824,0.058823529411764705,False,True,81,17,17,4.764705882352941
225,False,0,1.2142857142857142,0.5294117647058824,0.14705882352941177,False,True,157,28,34,4.617647058823529
226,False,0,1.0526315789473684,0.55,0.1,False,True,70,19,20,3.5
227,False,0,1.0,0.75,0.25,False,True,50,12,12,4.166666666666667
228,False,2,1.1538461538461537,0.5333333333333333,0.06666666666666667,False,True,45,13,15,3.0
229,False,1,1.0833333333333333,0.6153846153846154,0.0,False,True,56,12,13,4.3076923076923075
230,False,3,1.4545454545454546,0.5833333333333334,0.10416666666666667,False,True,196,33,48,4.083333333333333
231,False,2,1.0416666666666667,0.64,0.0,False,True,103,24,25,4.12
232,False,0,1.0,0.75,0.25,False,True,42,8,8,5.25
233,False,0,1.0,0.8333333333333334,0.16666666666666666,False,True,19,6,6,3.1666666666666665
234,False,0,1.0,0.5,0.0,False,True,19,6,6,3.1666666666666665
235,False,0,1.0,0.3333333333333333,0.0,False,True,21,6,6,3.5
236,False,1,1.0833333333333333,0.6153846153846154,0.07692307692307693,False,True,44,12,13,3.3846153846153846
237,False,0,1.0,0.5,0.0,False,True,46,10,10,4.6
238,False,0,1.0,0.75,0.25,False,True,14,4,4,3.5
239,False,0,1.0769230769230769,0.39285714285714285,0.03571428571428571,False,True,108,26,28,3.857142857142857
240,False,0,1.1428571428571428,0.4166666666666667,0.08333333333333333,False,True,83,21,24,3.4583333333333335
241,False,1,1.0,0.5384615384615384,0.07692307692307693,False,True,40,13,13,3.076923076923077
242,False,0,1.105263157894737,0.6666666666666666,0.14285714285714285,False,True,80,19,21,3.8095238095238093
243,False,0,1.2564102564102564,0.6938775510204082,0.14285714285714285,False,True,237,39,49,4.836734693877551
244,False,0,1.0,0.8333333333333334,0.16666666666666666,False,True,25,6,6,4.166666666666667
245,False,0,1.2105263157894737,0.6521739130434783,0.08695652173913043,False,True,114,18,23,4.956521739130435
246,False,0,1.0,0.5384615384615384,0.15384615384615385,False,True,52,13,13,4.0
247,False,1,1.0,0.7142857142857143,0.0,False,True,21,7,7,3.0
248,False,0,1.1818181818181819,0.5384615384615384,0.0,False,True,48,11,13,3.6923076923076925
249,False,0,1.0833333333333333,0.8461538461538461,0.0,False,True,58,11,13,4.461538461538462
250,False,0,1.0,0.75,0.25,False,True,18,4,4,4.5
251,False,0,1.0,0.5,0.125,False,True,45,8,8,5.625
252,False,0,1.0,0.75,0.5,False,True,20,4,4,5.0
253,False,0,1.0,0.75,0.25,False,True,16,4,4,4.0
254,False,0,1.0,0.6666666666666666,0.3333333333333333,False,True,30,6,6,5.0
255,False,0,1.0,0.5,0.0,False,True,12,4,4,3.0
256,False,0,1.0,0.5,0.0,False,True,13,4,4,3.25
257,False,0,1.0,0.4,0.0,False,True,13,5,5,2.6
258,False,0,1.0,0.75,0.0,False,True,31,8,8,3.875
259,False,0,1.0,0.46153846153846156,0.0,False,True,56,13,13,4.3076923076923075
260,False,1,1.0,0.5,0.0,False,True,25,8,8,3.125
261,False,2,1.0526315789473684,0.6,0.1,False,False,71,19,20,3.55
262,False,0,1.0526315789473684,0.55,0.05,False,True,88,18,20,4.4
263,False,0,1.12,0.6785714285714286,0.14285714285714285,False,True,107,25,28,3.8214285714285716
264,False,0,1.05,0.6666666666666666,0.047619047619047616,False,True,88,20,21,4.190476190476191
265,False,0,1.0,0.7,0.1,False,True,37,10,10,3.7
266,False,0,1.0,0.6363636363636364,0.09090909090909091,False,True,43,11,11,3.909090909090909
267,False,0,1.24,0.5483870967741935,0.06451612903225806,False,True,125,24,31,4.032258064516129
268,False,0,1.0,0.6875,0.25,False,True,85,16,16,5.3125
269,False,0,1.3157894736842106,0.8,0.08,False,True,122,19,25,4.88
270,False,0,1.5,0.6,0.0,False,True,60,10,15,4.0
271,False,0,1.0,0.375,0.125,False,True,29,8,8,3.625
272,False,0,1.0,0.625,0.0,False,True,42,8,8,5.25
273,False,0,1.0,0.5,0.07142857142857142,False,True,53,14,14,3.7857142857142856
274,False,2,1.1785714285714286,0.6060606060606061,0.15151515151515152,False,False,151,28,33,4.575757575757576
275,False,0,1.21875,0.5641025641025641,0.1282051282051282,False,True,169,31,39,4.333333333333333
276,False,2,1.1875,0.5263157894736842,0.15789473684210525,False,True,96,16,19,5.052631578947368
277,False,1,1.0,0.3333333333333333,0.0,False,True,42,15,15,2.8
278,False,1,1.0,0.47619047619047616,0.09523809523809523,False,True,81,21,21,3.857142857142857
279,False,0,1.0,0.5,0.125,False,True,29,8,8,3.625
280,False,0,1.0,0.6,0.0,False,True,38,10,10,3.8
281,False,0,1.0,0.75,0.0,False,True,11,4,4,2.75
282,False,0,1.0,0.5,0.0,False,True,35,12,12,2.9166666666666665
283,False,0,1.0,0.5384615384615384,0.15384615384615385,False,True,45,13,13,3.4615384615384617
284,False,3,1.1428571428571428,0.375,0.0,False,True,48,14,16,3.0
285,False,0,1.0,0.6666666666666666,0.2222222222222222,False,True,34,9,9,3.7777777777777777
286,False,2,1.0714285714285714,0.6666666666666666,0.0,False,True,34,14,15,2.2666666666666666
287,False,0,1.0,0.6,0.0,False,True,16,5,5,3.2
288,False,0,1.0,1.0,0.0,False,True,10,3,3,3.3333333333333335
289,False,0,1.0,0.6,0.06666666666666667,False,True,53,15,15,3.533333333333333
290,False,0,1.0,0.8333333333333334,0.16666666666666666,False,True,21,6,6,3.5
291,False,0,1.0,0.7142857142857143,0.0,False,True,16,7,7,2.2857142857142856
292,False,2,1.0,0.5454545454545454,0.0,False,True,48,11,11,4.363636363636363
293,False,0,1.0,0.7142857142857143,0.2857142857142857,False,True,31,7,7,4.428571428571429
294,False,0,1.3125,0.47619047619047616,0.09523809523809523,False,True,83,16,21,3.9523809523809526
295,False,0,1.3478260869565217,0.6129032258064516,0.06451612903225806,False,True,114,23,31,3.6774193548387095
296,False,0,1.0,0.6153846153846154,0.15384615384615385,False,True,50,13,13,3.8461538461538463
297,False,0,1.0,0.5454545454545454,0.18181818181818182,False,True,54,11,11,4.909090909090909
298,False,3,1.3137254901960784,0.47761194029850745,0.11940298507462686,False,True,273,50,67,4.074626865671642
299,False,1,1.1923076923076923,0.5161290322580645,0.03225806451612903,False,True,96,26,31,3.096774193548387
300,False,3,1.0625,0.6470588235294118,0.11764705882352941,False,True,66,16,17,3.8823529411764706
301,False,0,1.1,0.45454545454545453,0.0,False,False,35,10,11,3.1818181818181817
302,False,1,1.0,0.625,0.125,False,True,39,8,8,4.875
303,False,1,1.1176470588235294,0.5263157894736842,0.10526315789473684,False,True,61,16,19,3.210526315789474
304,False,0,1.125,0.6666666666666666,0.1111111111111111,False,False,37,8,9,4.111111111111111
305,False,0,1.0384615384615385,0.6666666666666666,0.18518518518518517,False,False,128,26,27,4.7407407407407405
306,False,0,1.1,0.5454545454545454,0.09090909090909091,False,True,45,10,11,4.090909090909091
307,False,0,1.0625,0.5882352941176471,0.17647058823529413,False,True,62,15,17,3.6470588235294117
308,False,2,1.08,0.48148148148148145,0.07407407407407407,False,True,115,25,27,4.2592592592592595
309,False,0,1.186046511627907,0.6274509803921569,0.0784313725490196,False,True,226,42,51,4.431372549019608
310,False,1,1.2857142857142858,0.5185185185185185,0.018518518518518517,False,True,205,41,54,3.7962962962962963
311,False,2,1.0625,0.5588235294117647,0.0,False,True,147,32,34,4.323529411764706
312,False,0,1.0,0.4444444444444444,0.0,False,True,28,9,9,3.111111111111111
313,False,0,1.0,0.6666666666666666,0.0,False,True,30,6,6,5.0
314,False,0,1.0,0.6923076923076923,0.15384615384615385,False,True,63,13,13,4.846153846153846
315,False,0,1.0555555555555556,0.5789473684210527,0.05263157894736842,False,True,66,18,19,3.473684210526316
316,False,0,1.0,0.5714285714285714,0.2857142857142857,False,True,25,7,7,3.5714285714285716
317,False,0,1.0526315789473684,0.6,0.15,False,True,89,18,20,4.45
318,False,0,1.0,0.5454545454545454,0.18181818181818182,False,True,52,11,11,4.7272727272727275
319,False,1,1.0,0.5,0.0,False,True,27,8,8,3.375
320,False,0,1.0,0.5,0.0,False,True,30,8,8,3.75
321,False,0,1.0,0.5714285714285714,0.0,False,True,29,7,7,4.142857142857143
322,False,1,1.0,0.6,0.0,False,False,9,5,5,1.8
323,False,1,1.0,0.5333333333333333,0.06666666666666667,False,True,42,14,15,2.8
324,False,1,1.0,0.45454545454545453,0.09090909090909091,False,True,39,11,11,3.5454545454545454
325,False,1,1.0,0.42857142857142855,0.0,False,True,22,7,7,3.142857142857143
326,False,1,1.3,0.38461538461538464,0.0,False,True,36,9,13,2.769230769230769
327,False,0,1.0,0.4166666666666667,0.08333333333333333,False,True,52,12,12,4.333333333333333
328,False,0,1.1818181818181819,0.46153846153846156,0.15384615384615385,False,True,49,10,13,3.769230769230769
